timestamp;buyer;seller;symbol;currency;price;quantity;dir
0;;;PEARLS;SEASHELLS;9996.0;1;S
0;;;PEARLS;SEASHELLS;9996.0;1;S
1500;;;PEARLS;SEASHELLS;10004.0;1;B
2500;;;PEARLS;SEASHELLS;9998.0;1;B
3200;;;PEARLS;SEASHELLS;9996.0;1;S
3300;;;PEARLS;SEASHELLS;9995.0;2;S
3600;;;PEARLS;SEASHELLS;10005.0;6;B
4000;;;PEARLS;SEASHELLS;9998.0;1;S
4200;;;PEARLS;SEASHELLS;10004.0;2;B
4200;;;PEARLS;SEASHELLS;10004.0;1;B
6700;;;PEARLS;SEASHELLS;9998.0;2;S
7400;;;PEARLS;SEASHELLS;10002.0;1;B
7500;;;PEARLS;SEASHELLS;10002.0;1;S
8600;;;PEARLS;SEASHELLS;10002.0;1;B
8700;;;PEARLS;SEASHELLS;10002.0;2;B
8800;;;PEARLS;SEASHELLS;10002.0;1;S
9600;;;PEARLS;SEASHELLS;10000.0;3;S
10100;;;PEARLS;SEASHELLS;9998.0;1;S
10200;;;PEARLS;SEASHELLS;9996.0;1;S
11100;;;PEARLS;SEASHELLS;10005.0;2;B
13000;;;PEARLS;SEASHELLS;9998.0;1;B
13600;;;PEARLS;SEASHELLS;9998.0;1;S
13900;;;PEARLS;SEASHELLS;9996.0;1;S
13900;;;PEARLS;SEASHELLS;9996.0;1;S
14000;;;PEARLS;SEASHELLS;10005.0;7;B
15100;;;PEARLS;SEASHELLS;10005.0;4;B
15400;;;PEARLS;SEASHELLS;10002.0;5;B
17300;;;PEARLS;SEASHELLS;10002.0;1;M
18200;;;PEARLS;SEASHELLS;9998.0;1;S
18300;;;PEARLS;SEASHELLS;10005.0;2;B
18300;;;PEARLS;SEASHELLS;9998.0;1;S
18500;;;PEARLS;SEASHELLS;10005.0;5;B
19500;;;PEARLS;SEASHELLS;10002.0;1;S
19600;;;PEARLS;SEASHELLS;10002.0;1;S
19900;;;PEARLS;SEASHELLS;10002.0;1;S
20200;;;PEARLS;SEASHELLS;10002.0;1;S
20600;;;PEARLS;SEASHELLS;9998.0;1;B
20600;;;PEARLS;SEASHELLS;9995.0;9;S
20900;;;PEARLS;SEASHELLS;9998.0;1;B
21300;;;PEARLS;SEASHELLS;10002.0;1;B
22700;;;PEARLS;SEASHELLS;9998.0;1;B
23000;;;PEARLS;SEASHELLS;9998.0;4;S
23300;;;PEARLS;SEASHELLS;9998.0;2;S
23900;;;PEARLS;SEASHELLS;9998.0;3;B
23900;;;PEARLS;SEASHELLS;9995.0;8;S
24300;;;PEARLS;SEASHELLS;10002.0;1;S
24600;;;PEARLS;SEASHELLS;9996.0;2;S
24600;;;PEARLS;SEASHELLS;9996.0;2;S
